Timetable for grade 1
월요일16:00,Classical Mechanics Lab(SE104) 1분반 E2-219 K.S.Park,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,General Biology Lab(SE112) 2분반 E4-225 S.I.Lee,Music I: Classic Guitar(HL103) 1분반 S1-305 Jong-Ho.Park,Music I: Violin(HL103) 4분반 S1-303 J.H.Cheong,Music I: Cello(HL103) 6분반 S1-301 G.J.Jeong,Music I: Clarinet(HL103) 8분반 S1-304 H.S.Na
월요일16:30,Classical Mechanics Lab(SE104) 1분반 E2-219 K.S.Park,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,General Biology Lab(SE112) 2분반 E4-225 S.I.Lee,Music I: Classic Guitar(HL103) 1분반 S1-305 Jong-Ho.Park,Music I: Violin(HL103) 4분반 S1-303 J.H.Cheong,Music I: Cello(HL103) 6분반 S1-301 G.J.Jeong,Music I: Clarinet(HL103) 8분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 1분반 S1-108 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 2분반 S1-111 Y.H.Yoo
월요일17:00,Classical Mechanics Lab(SE104) 1분반 E2-219 K.S.Park,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,General Biology Lab(SE112) 2분반 E4-225 S.I.Lee,Music I: Classic Guitar(HL103) 1분반 S1-305 Jong-Ho.Park,Music I: Violin(HL103) 4분반 S1-303 J.H.Cheong,Music I: Cello(HL103) 6분반 S1-301 G.J.Jeong,Music I: Clarinet(HL103) 8분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 1분반 S1-108 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 2분반 S1-111 Y.H.Yoo
월요일17:30,Classical Mechanics Lab(SE104) 1분반 E2-219 K.S.Park,,,Music I: Classic Guitar(HL103) 1분반 S1-305 Jong-Ho.Park,Music I: Violin(HL103) 4분반 S1-303 J.H.Cheong,Music I: Cello(HL103) 6분반 S1-301 G.J.Jeong,Music I: Clarinet(HL103) 8분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 1분반 S1-108 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 2분반 S1-111 Y.H.Yoo
월요일18:00,,,,,,,,Physical Education I: Taekwondo(HL105) 1분반 S1-108 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 2분반 S1-111 Y.H.Yoo
월요일18:30,Music I: Classic Guitar(HL103) 2분반 S1-301 Jong-Ho.Park,Music I: Violin(advanced)(HL103) 5분반 S1-305 J.H.Cheong,Music I: Ensemble(HL103) 7분반 S1-303 G.J.Jeong,Music I: Clarinet(HL103) 9분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 3분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 4분반 S1-108 Y.H.Yoo
월요일19:00,Music I: Classic Guitar(HL103) 2분반 S1-301 Jong-Ho.Park,Music I: Violin(advanced)(HL103) 5분반 S1-305 J.H.Cheong,Music I: Ensemble(HL103) 7분반 S1-303 G.J.Jeong,Music I: Clarinet(HL103) 9분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 3분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 4분반 S1-108 Y.H.Yoo
월요일19:30,Music I: Classic Guitar(HL103) 2분반 S1-301 Jong-Ho.Park,Music I: Violin(advanced)(HL103) 5분반 S1-305 J.H.Cheong,Music I: Ensemble(HL103) 7분반 S1-303 G.J.Jeong,Music I: Clarinet(HL103) 9분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 3분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 4분반 S1-108 Y.H.Yoo
월요일20:00,Music I: Classic Guitar(HL103) 2분반 S1-301 Jong-Ho.Park,Music I: Violin(advanced)(HL103) 5분반 S1-305 J.H.Cheong,Music I: Ensemble(HL103) 7분반 S1-303 G.J.Jeong,Music I: Clarinet(HL103) 9분반 S1-304 H.S.Na,Physical Education I: Taekwondo(HL105) 3분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 4분반 S1-108 Y.H.Yoo
월요일20:30,Music I: Classic Guitar(HL103) 3분반 S1-301 Jong-Ho.Park
월요일21:00,Music I: Classic Guitar(HL103) 3분반 S1-301 Jong-Ho.Park
월요일21:30,Music I: Classic Guitar(HL103) 3분반 S1-301 Jong-Ho.Park
월요일22:00,Music I: Classic Guitar(HL103) 3분반 S1-301 Jong-Ho.Park
화요일9:00,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Design Thinking(SE118) 2분반 E7-237 J.R.Park
화요일9:30,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Design Thinking(SE118) 2분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 5분반 E2-219 Unknown1
화요일10:00,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Design Thinking(SE118) 2분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 5분반 E2-219 Unknown1
화요일10:30,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,Design Thinking(SE118) 2분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 5분반 E2-219 Unknown1
화요일11:00,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,Design Thinking(SE118) 2분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 5분반 E2-219 Unknown1
화요일11:30,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,Design Thinking(SE118) 2분반 E7-237 J.R.Park
화요일12:00
화요일12:30
화요일13:00,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe
화요일13:30,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
화요일14:00,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
화요일14:30,,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
화요일15:00,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim
화요일15:30,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim
화요일16:00,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 4분반 E2-219 Unknown1,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim,Music I: Piano(HL103) 11분반 S1-309 J.K.Song,Music I: Chorus(HL103) 16분반 S1-301 J.S.Kim
화요일16:30,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 4분반 E2-219 Unknown1,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Music I: Piano(HL103) 11분반 S1-309 J.K.Song,Music I: Chorus(HL103) 16분반 S1-301 J.S.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
화요일17:00,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 4분반 E2-219 Unknown1,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Music I: Piano(HL103) 11분반 S1-309 J.K.Song,Music I: Chorus(HL103) 16분반 S1-301 J.S.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
화요일17:30,Design Thinking(SE118) 1분반 E7-237 J.R.Park,Classical Mechanics Lab(SE104) 4분반 E2-219 Unknown1,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Music I: Piano(HL103) 11분반 S1-309 J.K.Song,Music I: Chorus(HL103) 16분반 S1-301 J.S.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
화요일18:00
화요일18:30,Music I: Piano(HL103) 12분반 S1-309 J.K.Song,Music I: Violin(HL103) 14분반 S1-303 Kang-Won.Lee,Music I: Chorus(HL103) 17분반 S1-301 J.S.Kim
화요일19:00,Music I: Piano(HL103) 12분반 S1-309 J.K.Song,Music I: Violin(HL103) 14분반 S1-303 Kang-Won.Lee,Music I: Chorus(HL103) 17분반 S1-301 J.S.Kim
화요일19:30,Music I: Piano(HL103) 12분반 S1-309 J.K.Song,Music I: Violin(HL103) 14분반 S1-303 Kang-Won.Lee,Music I: Chorus(HL103) 17분반 S1-301 J.S.Kim
화요일20:00,Music I: Piano(HL103) 12분반 S1-309 J.K.Song,Music I: Violin(HL103) 14분반 S1-303 Kang-Won.Lee,Music I: Chorus(HL103) 17분반 S1-301 J.S.Kim
화요일20:30,Music I: Violin(HL103) 15분반 S1-301 Kang-Won.Lee,Music I: Chorus(HL103) 18분반 S1-303 J.S.Kim
화요일21:00,Music I: Violin(HL103) 15분반 S1-301 Kang-Won.Lee,Music I: Chorus(HL103) 18분반 S1-303 J.S.Kim
화요일21:30,Music I: Violin(HL103) 15분반 S1-301 Kang-Won.Lee,Music I: Chorus(HL103) 18분반 S1-303 J.S.Kim
화요일22:00,Music I: Violin(HL103) 15분반 S1-301 Kang-Won.Lee,Music I: Chorus(HL103) 18분반 S1-303 J.S.Kim
수요일9:00,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe
수요일9:30,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe
수요일10:00,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe,Music I: Piano 4-hands Ensemble(HL103) 13분반 S1-309 J.K.Song
수요일10:30,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,Music I: Piano 4-hands Ensemble(HL103) 13분반 S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong,Writing.Reading.Speaking(HL111a) 4분반 E7-G02 T.H.Lim
수요일11:00,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,Music I: Piano 4-hands Ensemble(HL103) 13분반 S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong,Writing.Reading.Speaking(HL111a) 4분반 E7-G02 T.H.Lim
수요일11:30,General Chemistry I (on Matter)(SE117) 2분반 E7-224 C.H.Nam,Music I: Piano 4-hands Ensemble(HL103) 13분반 S1-309 J.K.Song,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong,Writing.Reading.Speaking(HL111a) 4분반 E7-G02 T.H.Lim
수요일12:00
수요일12:30
수요일13:00,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Communication Skills(HL107) 6분반 E7-L28 Aaron
수요일13:30,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Communication Skills(HL107) 6분반 E7-L28 Aaron,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
수요일14:00,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Communication Skills(HL107) 6분반 E7-L28 Aaron,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
수요일14:30,Applied Calculus and Differential Equations(SE101a) 4분반 E7-L22 K.J.Han,Communication Skills(HL107) 6분반 E7-L28 Aaron,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
수요일15:00,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim,Communication Skills(HL107) 2분반 E7-L27 Anna,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
수요일15:30,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim,Communication Skills(HL107) 2분반 E7-L27 Anna,Applied Calculus and Differential Equations(SE101a) 2분반 E7-223 H.S.Kang
수요일16:00,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong,Writing.Reading.Speaking(HL111a) 1분반 E7-G02 T.H.Lim,Communication Skills(HL107) 2분반 E7-L27 Anna
수요일16:30,,,Communication Skills(HL107) 2분반 E7-L27 Anna
수요일17:00
수요일17:30
수요일18:00
수요일18:30
수요일19:00
수요일19:30,General Biology Lab(SE112) 4분반 E4-225 Dae-Hwan.Kim
수요일20:00,General Biology Lab(SE112) 4분반 E4-225 Dae-Hwan.Kim
수요일20:30,General Biology Lab(SE112) 4분반 E4-225 Dae-Hwan.Kim
수요일21:00,General Biology Lab(SE112) 4분반 E4-225 Dae-Hwan.Kim
수요일21:30
수요일22:00
목요일9:00,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,Classical Mechanicsa(SE103) 1분반 E7-223 C.S.Yoon
목요일9:30,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,Classical Mechanicsa(SE103) 1분반 E7-223 C.S.Yoon
목요일10:00,Classical Mechanics(SE103) 2분반 E7-224 H.S.Zoe,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,Classical Mechanicsa(SE103) 1분반 E7-223 C.S.Yoon
목요일10:30,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Comparative Historya(HL101) 2분반 E7-L21 D.R.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
목요일11:00,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Comparative Historya(HL101) 2분반 E7-L21 D.R.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
목요일11:30,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Comparative Historya(HL101) 2분반 E7-L21 D.R.Kim,Writing.Reading.Speaking(HL111a) 2분반 E7-224 T.H.Lim
목요일12:00
목요일12:30
목요일13:00
목요일13:30
목요일14:00,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Communication Skills(HL107) 7분반 E7-235 Aaron,Communication Skills(HL107) 9분반 E7-L28 Unknown5
목요일14:30,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Communication Skills(HL107) 7분반 E7-235 Aaron,Communication Skills(HL107) 9분반 E7-L28 Unknown5,Comparative Historya(HL101) 1분반 E7-L21 D.R.Kim
목요일15:00,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Communication Skills(HL107) 7분반 E7-235 Aaron,Communication Skills(HL107) 9분반 E7-L28 Unknown5,Comparative Historya(HL101) 1분반 E7-L21 D.R.Kim
목요일15:30,Applied Calculus and Differential Equations(SE101a) 1분반 E7-224 H.J.Ahn,Communication Skills(HL107) 7분반 E7-235 Aaron,Communication Skills(HL107) 9분반 E7-L28 Unknown5,Comparative Historya(HL101) 1분반 E7-L21 D.R.Kim
목요일16:00,Classical Mechanics Lab(SE104) 2분반 E2-218 H.S.Zoe,Classical Mechanics Lab(SE104) 6분반 E2-219 Unknown1
목요일16:30,Classical Mechanics Lab(SE104) 2분반 E2-218 H.S.Zoe,Classical Mechanics Lab(SE104) 6분반 E2-219 Unknown1,Writing.Reading.Speaking(HL111a) 3분반 E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) 5분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 6분반 S1-108 S.M.Kim
목요일17:00,Classical Mechanics Lab(SE104) 2분반 E2-218 H.S.Zoe,Classical Mechanics Lab(SE104) 6분반 E2-219 Unknown1,Writing.Reading.Speaking(HL111a) 3분반 E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) 5분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 6분반 S1-108 S.M.Kim
목요일17:30,Classical Mechanics Lab(SE104) 2분반 E2-218 H.S.Zoe,Classical Mechanics Lab(SE104) 6분반 E2-219 Unknown1,Writing.Reading.Speaking(HL111a) 3분반 E7-L31 T.H.Lim,Physical Education I: Taekwondo(HL105) 5분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 6분반 S1-108 S.M.Kim
목요일18:00,,,,Physical Education I: Taekwondo(HL105) 5분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 6분반 S1-108 S.M.Kim
목요일18:30,Physical Education I: Taekwondo(HL105) 7분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 8분반 S1-108 S.M.Kim
목요일19:00,Physical Education I: Taekwondo(HL105) 7분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 8분반 S1-108 S.M.Kim
목요일19:30,Physical Education I: Taekwondo(HL105) 7분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 8분반 S1-108 S.M.Kim
목요일20:00,Physical Education I: Taekwondo(HL105) 7분반 S1-111 Ji-Hoon.Lee,Physical Education I: Taekwondo(HL105) 8분반 S1-108 S.M.Kim
목요일20:30
목요일21:00
목요일21:30
목요일22:00
금요일9:00,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong
금요일9:30,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong
금요일10:00,General Chemistry I (on Matter)(SE117) 4분반 E7-224 H.S.Cheong,Communication Skills(HL107) 3분반 E7-L27 Philip,Communication Skills(HL107) 8분반 E7-L28 Unknown5
금요일10:30,,Communication Skills(HL107) 3분반 E7-L27 Philip,Communication Skills(HL107) 8분반 E7-L28 Unknown5
금요일11:00,,Communication Skills(HL107) 3분반 E7-L27 Philip,Communication Skills(HL107) 8분반 E7-L28 Unknown5
금요일11:30,,Communication Skills(HL107) 3분반 E7-L27 Philip,Communication Skills(HL107) 8분반 E7-L28 Unknown5
금요일12:00
금요일12:30
금요일13:00
금요일13:30,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong
금요일14:00,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong
금요일14:30,Classical Mechanicsb(SE103) 1분반 E7-L22 K.S.Park,General Chemistry I (on Matter)(SE117) 1분반 E7-224 C.H.Nam,General Chemistry I (on Matter)(SE117) 3분반 E7-223 B.H.Cheong
금요일15:00,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe,Communication Skills(HL107) 4분반 E7-L27 Philip
금요일15:30,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe,Communication Skills(HL107) 4분반 E7-L27 Philip
금요일16:00,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,Classical Mechanics(SE103) 1분반 E7-L22 H.S.Zoe,Communication Skills(HL107) 4분반 E7-L27 Philip
금요일16:30,Applied Calculus and Differential Equations(SE101a) 3분반 E7-223 S.Y.Ahn,,Communication Skills(HL107) 4분반 E7-L27 Philip
금요일17:00
금요일17:30
금요일18:00
금요일18:30
금요일19:00
금요일19:30
금요일20:00
금요일20:30
금요일21:00
금요일21:30
금요일22:00
Timetable for grade 2
월요일9:00,Linear Algebra(SE201c) 1분반 E7-224 D.S.Lee,Linear Algebra(SE201c) 3분반 E7-L21 H.I.Lim,Cell Biology(SE212a) 1분반 E7-242 Dae-Hwan.Kim
월요일9:30,Linear Algebra(SE201c) 1분반 E7-224 D.S.Lee,Linear Algebra(SE201c) 3분반 E7-L21 H.I.Lim,Cell Biology(SE212a) 1분반 E7-242 Dae-Hwan.Kim
월요일10:00,Linear Algebra(SE201c) 1분반 E7-224 D.S.Lee,Linear Algebra(SE201c) 3분반 E7-L21 H.I.Lim,Cell Biology(SE212a) 1분반 E7-242 Dae-Hwan.Kim,English for Science Leaders I(HL203) 1분반 E7-L27 Anna
월요일10:30,Linear Algebra(SE201c) 2분반 E7-L22 S.Y.Ahn,Cell Biology(SE212a) 3분반 E7-224 J.A.Jo,,English for Science Leaders I(HL203) 1분반 E7-L27 Anna
월요일11:00,Linear Algebra(SE201c) 2분반 E7-L22 S.Y.Ahn,Cell Biology(SE212a) 3분반 E7-224 J.A.Jo,,English for Science Leaders I(HL203) 1분반 E7-L27 Anna
월요일11:30,Linear Algebra(SE201c) 2분반 E7-L22 S.Y.Ahn,Cell Biology(SE212a) 3분반 E7-224 J.A.Jo,,English for Science Leaders I(HL203) 1분반 E7-L27 Anna
월요일12:00
월요일12:30
월요일13:00,Analytical Mechanics(SE236) 1분반 E7-L21 C.S.Yoon,Cell Biology(SE212a) 4분반 E7-224 J.A.Jo,Seminar for Transdisiplinary Studies(HL270a) 1분반 E2-215 G.Ogan
월요일13:30,Analytical Mechanics(SE236) 1분반 E7-L21 C.S.Yoon,Cell Biology(SE212a) 4분반 E7-224 J.A.Jo,Seminar for Transdisiplinary Studies(HL270a) 1분반 E2-215 G.Ogan,Electric Circuit and Measurement (Lab)(SE235b) 2분반 E2-221 Unknown2,English for Science Leaders I(HL203) 4분반 E7-L28 Philip
월요일14:00,Analytical Mechanics(SE236) 1분반 E7-L21 C.S.Yoon,Cell Biology(SE212a) 4분반 E7-224 J.A.Jo,Seminar for Transdisiplinary Studies(HL270a) 1분반 E2-215 G.Ogan,Electric Circuit and Measurement (Lab)(SE235b) 2분반 E2-221 Unknown2,English for Science Leaders I(HL203) 4분반 E7-L28 Philip,Introduction to Programming (Lab)(SE213b) 8분반 E5-221 Unknown4
월요일14:30,Philosophical Traditions in East and Westa(HL204) 2분반 E7-241 N.D.Kim,,Seminar for Transdisiplinary Studies(HL270a) 1분반 E2-215 G.Ogan,Electric Circuit and Measurement (Lab)(SE235b) 2분반 E2-221 Unknown2,English for Science Leaders I(HL203) 4분반 E7-L28 Philip,Introduction to Programming (Lab)(SE213b) 8분반 E5-221 Unknown4
월요일15:00,Philosophical Traditions in East and Westa(HL204) 2분반 E7-241 N.D.Kim,Data Structure(SE274) 1분반 E3-112 S.J.Kim,,Electric Circuit and Measurement (Lab)(SE235b) 2분반 E2-221 Unknown2,English for Science Leaders I(HL203) 4분반 E7-L28 Philip,Introduction to Programming (Lab)(SE213b) 8분반 E5-221 Unknown4
월요일15:30,Philosophical Traditions in East and Westa(HL204) 2분반 E7-241 N.D.Kim,Data Structure(SE274) 1분반 E3-112 S.J.Kim,,,,Introduction to Programming (Lab)(SE213b) 8분반 E5-221 Unknown4
월요일16:00,Linear Algebra (Honors)(SE201d) 1분반 E7-L21 K.J.Han,Data Structure(SE274) 1분반 E3-112 S.J.Kim,Introduction to Programming (Lecture)(SE213a) 2분반 E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) 1분반 E7-233 J.S.Yoon
월요일16:30,Linear Algebra (Honors)(SE201d) 1분반 E7-L21 K.J.Han,,Introduction to Programming (Lecture)(SE213a) 2분반 E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) 1분반 E7-233 J.S.Yoon
월요일17:00,Linear Algebra (Honors)(SE201d) 1분반 E7-L21 K.J.Han,,Introduction to Programming (Lecture)(SE213a) 2분반 E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) 1분반 E7-233 J.S.Yoon
월요일17:30,,,Introduction to Programming (Lecture)(SE213a) 2분반 E7-L22 D.H.Shin,Leadership (Self Leadership and Team Leadership) I(HL205) 1분반 E7-233 J.S.Yoon
월요일18:00
월요일18:30
월요일19:00,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일19:30,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일20:00,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일20:30,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일21:00,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일21:30,Molecular and Cellular Biology Lab(SE251) 2분반 E4-226 J.A.Jo
월요일22:00
화요일9:00
화요일9:30
화요일10:00,Chemistry Major Lab(SE207a) 1분반 E6-221 Unknown3,Introduction to Programming (Lecture)(SE213a) 3분반 E7-L21 D.H.Shin,English for Science Leaders I(HL203) 5분반 E7-L27 Philip
화요일10:30,Chemistry Major Lab(SE207a) 1분반 E6-221 Unknown3,Introduction to Programming (Lecture)(SE213a) 3분반 E7-L21 D.H.Shin,English for Science Leaders I(HL203) 5분반 E7-L27 Philip
